"date","PM2.5DailyMean","PM2.5DailyMax","PM2.5DailyMin","tavg","tmin","tmax","prcp","wdir","wspd","pres","month","year"
"2020-10-23",41.8,129.9,15,18.9,13.8,26.5,NA,116,19.1,1022.6,10,2020
"2020-10-24",42.5,67.6,14.9,18.9,12.6,26,NA,112,17.5,1021.5,10,2020
"2020-10-25",47.3,115.2,12.8,19.2,13,27.3,NA,124,15.3,1020.8,10,2020
"2020-10-26",37.7,96.5,9.5,20.3,14,27.3,NA,122,12.5,1020.2,10,2020
"2020-10-27",68,110.1,32.3,19.1,15,29,NA,103,9.8,1020,10,2020
"2020-10-28",71.5,161.7,29,19.6,15,26,NA,104,12.2,1020.9,10,2020
"2020-10-29",26.9,77.9,10.3,18.6,14,25.9,NA,127,17.6,1023.9,10,2020
"2020-10-30",16.5,45.3,6.9,17.1,14,24.5,0.3,140,19,1024.8,10,2020
"2020-10-31",10.4,18.9,3.1,16.3,13,21.6,0,129,16.3,1022.4,10,2020
"2020-11-01",20.8,46.3,10.8,19.4,11.9,29,NA,97,10.2,1020,11,2020
"2020-11-02",22.1,49.9,10.5,18.8,12,26,NA,109,13.3,1021.5,11,2020
"2020-11-03",39.6,81.5,12.3,19.7,12.6,28.1,NA,99,12.5,1022.4,11,2020
"2020-11-04",63.5,119.1,17.2,20.3,12.9,30,NA,110,10.9,1020.9,11,2020
"2020-11-05",114.4,205.9,63.3,21.4,14,31,NA,95,11.7,1020.3,11,2020
"2020-11-06",93.9,171.8,25.6,21.4,15,30.5,NA,110,14.1,1021,11,2020
"2020-11-07",74.8,128,21.8,22.2,17,31,NA,100,13.9,1022.1,11,2020
"2020-11-08",68.2,102,32.3,21.8,14,31,NA,110,14.2,1023.2,11,2020
"2020-11-09",26,53.3,11.6,19.2,15,31,NA,112,17.3,1023.8,11,2020
"2020-11-10",14.7,27.4,7,20.7,16,28,NA,114,13.4,1021.1,11,2020
"2020-11-11",44.5,85,25.3,21.3,14,30,NA,96,9.8,1018.7,11,2020
"2020-11-12",39.4,69.8,7.7,20,17,29.7,0,24,9.8,1018.1,11,2020
"2020-11-13",18.3,50.4,5.6,22.1,15.9,30,16,286,9.2,1017.4,11,2020
"2020-11-14",13.2,30.6,4.4,19.9,16,29.6,0,120,13.4,1017,11,2020
"2020-11-15",7.7,15.5,2.1,19.7,16,26.5,26.9,119,14.8,1018.5,11,2020
"2020-11-16",10.7,26.6,2.4,20.8,12.6,28.5,0,118,12.8,1018.5,11,2020
"2020-11-17",21.3,33.6,10.3,21.2,15,29,NA,114,8.9,1017.8,11,2020
"2020-11-18",27.9,48,14,20.9,15,29.3,NA,110,8.7,1017,11,2020
"2020-11-19",-32.7,65.6,-999,22.1,12,30,NA,91,7.2,1016.2,11,2020
"2020-11-20",56.7,124,22.5,23.6,14,30,NA,158,9.2,1016.2,11,2020
"2020-11-21",41.7,99.8,12.7,23,18,31,NA,116,11,1016.8,11,2020
"2020-11-22",16.3,40.2,6.8,21.3,16,31,7.9,96,11.8,1020.3,11,2020
"2020-11-23",22.1,37.1,14.4,22.3,19,29,0,111,12.4,1020.9,11,2020
"2020-11-24",24,42.2,10.2,22.3,16,30.2,0,117,15.2,1020,11,2020
"2020-11-25",25.9,52.7,7.5,21.7,16,30.2,NA,112,15.7,1018.9,11,2020
"2020-11-26",25.7,49.8,11.7,21.3,14,29.6,NA,104,12.6,1019.5,11,2020
"2020-11-27",29.2,41.2,16.8,22.8,16,31,NA,99,9.2,1019.7,11,2020
"2020-11-28",37.9,66.4,23.5,23.3,18,31,NA,110,13.2,1018.6,11,2020
"2020-11-29",30.5,55.8,16.1,23.4,17,31,NA,109,8.9,1018,11,2020
"2020-11-30",41.6,84.5,16.2,22.9,16.2,33,NA,107,9.1,1016.8,11,2020
"2020-12-01",26.5,39,15,20.9,18,31.7,3,348,6.4,1017.4,12,2020
"2020-12-02",23.5,43.5,9.8,22.4,17,30,0.3,315,8.2,1018,12,2020
"2020-12-03",20.9,43.9,4.3,24.1,18.8,31,0,78,9.5,1019.3,12,2020
"2020-12-04",28.8,45.4,20.8,23.2,17.8,31,NA,96,10.5,1019.6,12,2020
"2020-12-05",28.5,40.6,17.8,23.6,20,30.8,0,126,13.6,1019.2,12,2020
"2020-12-06",11.3,18.6,3.7,22.3,18,29.2,NA,123,13.5,1020,12,2020
"2020-12-07",12.5,21.1,8.4,22.9,20,29.2,NA,346,10.5,1019.9,12,2020
"2020-12-08",11.7,21.9,4.9,21.2,17,28.4,NA,145,13.3,1019.6,12,2020
"2020-12-09",8.5,18.3,1.1,19.3,16.6,28,2.5,137,13.8,1019.1,12,2020
"2020-12-10",10.2,17.9,3.6,19.6,17,25,NA,124,12.6,1019.6,12,2020
"2020-12-11",9.7,21.1,2.8,18.7,17,21.3,NA,121,11,1020.1,12,2020
"2020-12-12",7.1,17.7,2,19.4,16,23,NA,128,14.6,1020.7,12,2020
"2020-12-13",8.2,18.8,1.4,19.5,14.9,26.1,NA,128,14.1,1020.1,12,2020
"2020-12-14",8.7,18,0.2,20.4,16,27.4,NA,135,13.4,1019,12,2020
"2020-12-15",13.8,35.6,5.5,21.4,13,30,NA,119,12.6,1018.2,12,2020
"2020-12-16",15.1,34.1,5.7,22.7,15,30.1,NA,122,13.2,1019.2,12,2020
"2020-12-17",10.7,18.6,5.3,23.1,17,29.1,NA,108,14.3,1019.2,12,2020
"2020-12-18",9.2,22.2,2,23.8,19,31,NA,75,11.1,1018.3,12,2020
"2020-12-19",17.2,39.7,4.2,22.7,17,30.4,NA,180,8.7,1018.1,12,2020
"2020-12-20",13.4,20,6,22.2,18,29,17,111,10.4,1019.1,12,2020
"2020-12-21",13,29.5,2.7,21.3,18,29,0,107,10.7,1019.4,12,2020
"2020-12-22",9,19.6,3.6,21.9,17,29,4.1,111,15.3,1019,12,2020
"2020-12-23",12.3,31.4,4.6,21.6,16,28,0,125,13.6,1018.2,12,2020
"2020-12-24",14.9,24.5,6.9,22.4,16,30,NA,113,10.4,1016.2,12,2020
"2020-12-25",16.4,28.6,7.8,22.8,15,30,NA,130,10.5,1015.7,12,2020
"2020-12-26",13.3,22.8,8.9,22.5,16,29.1,NA,142,14.3,1016.2,12,2020
"2020-12-27",5.4,17.6,2.5,19.3,18,29.1,21.1,123,17.7,1014.8,12,2020
"2020-12-28",6.4,17.8,0,21,18.6,26,11.9,103,12.8,1017.5,12,2020
"2020-12-29",-37,15.6,-999,21.6,19,26,3,131,16.8,1017.8,12,2020
"2020-12-30",-33.9,36,-999,21.4,17,27,0,134,16.4,1018.8,12,2020
"2020-12-31",9.4,21.3,2.8,20.4,15,26.9,NA,136,16.5,1019.8,12,2020
"2021-01-01",6.1,13.8,0.2,20.7,16,27,NA,128,15.3,1019.6,1,2021
"2021-01-02",5.7,9.3,1.7,21.9,18,28,NA,124,13.6,1019.8,1,2021
"2021-01-03",8,14,3.9,20.3,16,27.2,NA,124,16.4,1018.8,1,2021
"2021-01-04",8.5,19.3,2.4,21,15,28,NA,125,13.2,1017.3,1,2021
"2021-01-05",10.8,21.3,5.7,21.6,16,29,NA,86,8.5,1017.3,1,2021
"2021-01-06",11.4,26.5,3.4,22.4,17.8,29.1,NA,101,10,1017.7,1,2021
"2021-01-07",20.5,32.2,13.3,23.4,18,30.4,NA,90,10.8,1016.2,1,2021
"2021-01-08",18.8,32.1,8.4,23.6,17,31,NA,110,9.8,1014.1,1,2021
"2021-01-09",17.4,26.1,9.2,21.6,19,30,NA,108,9.7,1013.7,1,2021
"2021-01-10",15.1,25.6,8.3,23,18,30,NA,92,10.8,1014.9,1,2021
"2021-01-11",17.7,33.9,7.6,22.7,17,30,NA,119,9,1016.9,1,2021
"2021-01-12",17.4,31.7,9.5,23.7,15.6,31.4,NA,103,8,1017.7,1,2021
"2021-01-13",10.8,19.9,5,24.1,19,31.6,NA,211,9.5,1017,1,2021
"2021-01-14",12.3,38.5,6.4,23.7,19,31.6,NA,24,8.2,1016.2,1,2021
"2021-01-15",12.9,31.3,1.4,23.3,18,30,19.1,86,9.1,1016.1,1,2021
"2021-01-16",10.6,21.9,3.8,23.6,19,30,0,92,8.3,1016,1,2021
"2021-01-17",12.8,30.5,5,24.8,17.8,32.2,2,81,9.5,1015.4,1,2021
"2021-01-18",12.2,20.1,6.3,24.8,20,33,0,160,11,1014.7,1,2021
"2021-01-19",13.2,21.4,6.7,23.7,18,32,0,141,14,1014.5,1,2021
"2021-01-20",7.8,15.3,2,20.7,19,29.6,9.9,141,16.6,1015.5,1,2021
"2021-01-21",7.5,28.8,0,22.8,20,27.5,4.1,67,15.5,1017.3,1,2021
"2021-01-22",15.1,33.5,5.1,23.3,18.8,37.9,5.1,81,10.4,1019.1,1,2021
"2021-01-23",10.8,24.5,4.3,23.6,19,30,0,110,15.1,1018.8,1,2021
"2021-01-24",15.5,32.3,5.8,21.3,17,31.3,NA,71,7.7,1018.5,1,2021
"2021-01-25",17.2,35.2,6.8,21.1,16,31.6,NA,290,6.5,1018.5,1,2021
"2021-01-26",21.1,65.2,5.2,21.1,17,29.1,25.9,30,7.3,1017.8,1,2021
"2021-01-27",17.2,49,2.4,22.2,17,29,19.3,58,6.7,1016.4,1,2021
"2021-01-28",11.1,30.3,3.3,22.9,19,31,NA,124,7.9,1017.1,1,2021
"2021-01-29",13.2,25,4.1,21.1,18,30,NA,57,9.3,1018.3,1,2021
"2021-01-30",10.4,28.5,2.8,21.2,16,28.5,NA,78,9.3,1019,1,2021
"2021-01-31",7.4,19,0.9,21.8,17,28,NA,81,9.7,1019,1,2021
"2021-02-01",8,20.7,0.8,23.4,18.8,29,NA,119,11.9,1020.8,2,2021
"2021-02-02",10.3,28.4,4.1,23.6,19,30,NA,126,14,1020.4,2,2021
"2021-02-03",10.2,17,4.1,22.8,16.4,29.7,NA,122,14.7,1019.5,2,2021
"2021-02-04",9.8,22.1,2.8,21.6,17,28.8,15,119,11.5,1019.3,2,2021
"2021-02-05",8.8,27.9,0.4,22.3,18,29.4,16,101,9.9,1018.5,2,2021
"2021-02-06",5.9,14.7,1.5,21.8,17.8,29.4,0,4,7.6,1016.3,2,2021
"2021-02-07",7.8,21.5,0.9,21.3,17.8,28,3,352,6.1,1015.3,2,2021
"2021-02-08",9.2,25.6,3.1,22.2,18.9,29,0.8,74,10.2,1016.6,2,2021
"2021-02-09",7,14.8,2.9,20.2,18,26,0,79,9.9,1017.6,2,2021
"2021-02-10",6.2,16.2,1.3,20.4,18,26,85.1,83,10.5,1017.3,2,2021
"2021-02-11",7.4,15.2,2.4,19.7,16,24,NA,81,11.4,1017,2,2021
"2021-02-12",8.6,24.1,2.1,20.5,16,26,NA,105,14.1,1017.4,2,2021
"2021-02-13",6.2,12.7,0.6,20.7,18,25,0,111,14,1018.2,2,2021
"2021-02-14",8,15.7,0.3,19,17,24.8,9.9,115,8.2,1018.3,2,2021
"2021-02-15",7.2,18.2,0,20.3,16.5,25.3,20.1,55,6.6,1016.6,2,2021
"2021-02-16",6.1,12.2,0.3,20.3,16.2,26,25.9,3,8.5,1015.5,2,2021
"2021-02-17",11.8,24.2,0.7,22.3,18,28,7.9,318,8.1,1017.2,2,2021
"2021-02-18",23.4,54.4,11.6,23.1,17.7,32,0,NA,6.3,1018.2,2,2021
"2021-02-19",16.6,31.2,7.4,23.9,18.8,31.6,2,123,10.2,1018.6,2,2021
"2021-02-20",13.6,36.3,5.9,23.9,19,30,NA,102,9.2,1017.9,2,2021
"2021-02-21",9.9,21.5,4.5,20.3,18,28,NA,107,12.9,1018.4,2,2021
"2021-02-22",8.8,24.1,3.1,21,18,28,NA,139,15,1018.9,2,2021
"2021-02-23",8.1,18.2,3.3,20.8,16.9,27.3,0,119,16.2,1018.3,2,2021
"2021-02-24",7.5,16.2,2.8,21.2,17.8,26,0.3,121,15.6,1017.5,2,2021
"2021-02-25",8.6,19.4,1.7,21.8,18,27,0,109,13,1016.6,2,2021
"2021-02-26",11.4,26.3,3.5,21.6,17,27,NA,95,11.3,1015.8,2,2021
"2021-02-27",6.2,10.5,2.8,22.1,19,29,NA,86,10.9,1014.9,2,2021
"2021-02-28",7.1,19.1,2.8,22.6,18.4,28,NA,111,13.1,1015.3,2,2021
"2021-03-01",7.2,19.9,0.5,21.9,18,26.8,NA,122,15.3,1016.7,3,2021
"2021-03-02",7.8,15.2,3.8,21.3,17,27.3,NA,111,14.9,1017.4,3,2021
"2021-03-03",8.1,19.8,1.8,22,16,28.1,NA,100,11.6,1016.3,3,2021
"2021-03-04",6.6,11.3,3.3,19.6,18,23,35.1,15,10,1014.9,3,2021
"2021-03-05",8.6,18.1,3,19.7,18,25,10.9,1,8.2,1014,3,2021
"2021-03-06",2.3,8.1,0,21.3,18,27,37.1,304,16.1,1012.6,3,2021
"2021-03-07",6.1,24.1,0,21.8,16.6,28.1,0,282,12,1014.1,3,2021
"2021-03-08",9.4,19.1,3.4,22.3,18.4,28.1,NA,64,9.2,1015,3,2021
"2021-03-09",8.7,16.9,0,22.1,17.7,29,NA,123,9.8,1017.3,3,2021
"2021-03-10",9.8,17.8,0.9,21.5,17.2,28.2,NA,106,12.2,1018.3,3,2021
"2021-03-11",8.3,20.2,2.4,21.4,18,27,NA,124,14.2,1018.5,3,2021
"2021-03-12",8.2,14.9,1.9,21,18,26,NA,122,13.3,1018.6,3,2021
"2021-03-13",9.6,20.1,2.6,19.5,15,25.5,NA,131,13.7,1019,3,2021
"2021-03-14",10.1,18.8,4.3,20.4,15,27.5,NA,136,14.5,1018.4,3,2021
"2021-03-15",8.1,17.2,0.6,21.3,18,27.3,NA,129,13.3,1017.8,3,2021
"2021-03-16",11,25.6,3.5,21.3,17,27,NA,115,13.4,1017.3,3,2021
"2021-03-17",7.7,17.2,0.9,21.5,18,27.3,NA,121,10.1,1017.2,3,2021
"2021-03-18",6.8,15.2,0.1,20.7,16,27.3,51.1,104,8.9,1017.5,3,2021
"2021-03-19",9.3,30.8,2,20.7,17.7,27,NA,124,9.5,1016.6,3,2021
"2021-03-20",9.2,21.2,2.5,20.5,17,25,NA,117,11.7,1016.7,3,2021
"2021-03-21",7.4,16.2,3.3,20.7,16,26,NA,116,13.5,1016.9,3,2021
"2021-03-22",7.9,18.8,0.9,21,18,26.5,NA,103,11.8,1017,3,2021
"2021-03-23",7.3,23,0.8,21.5,18,27,NA,37,8.2,1018.5,3,2021
"2021-03-24",4.7,13.3,0.6,22.2,19,27.3,NA,313,9.3,1016.2,3,2021
"2021-03-25",9.1,25.4,0,21.5,18,27,NA,60,7,1014.4,3,2021
"2021-03-26",7.9,24.9,2,21.7,17.9,29,NA,324,8.4,1014.7,3,2021
"2021-03-27",6.5,15,1,22.1,18.2,28.2,NA,316,10.3,1014.8,3,2021
"2021-03-28",11.2,24.1,3.9,21.5,16,28.2,NA,291,10.5,1014.4,3,2021
"2021-03-29",17.8,46.5,5.9,22.1,17,29,NA,294,7.8,NA,3,2021
"2021-03-30",13.7,24.2,6,21.7,17.9,27.5,NA,68,7.5,1013.5,3,2021
"2021-03-31",10.4,29.4,2.8,20.9,18,27.5,NA,113,12.1,1015.6,3,2021
"2021-04-01",12.2,54.7,3.1,20.3,18,27.4,NA,134,15.5,NA,4,2021
"2021-04-02",9.8,16.6,4.9,19.6,15,24,NA,133,15.7,NA,4,2021
"2021-04-03",14.1,29.8,3.4,19.8,13,27.6,NA,113,9.2,NA,4,2021
"2021-04-04",10.9,23.2,2.2,21,17,28,NA,87,7.2,1017,4,2021
"2021-04-05",6.4,16.5,1.2,21.4,16,28,NA,293,9.8,1015.2,4,2021
"2021-04-06",16.2,39.6,5.3,21.8,15,30,NA,326,7.7,1016.2,4,2021
"2021-04-07",9.8,22.2,3.5,20.3,18,29.7,NA,135,15.5,1020.1,4,2021
"2021-04-08",9.9,19.8,0.1,19.9,17.4,26,NA,138,13.1,1021.5,4,2021
"2021-04-09",13.7,38.2,6.4,20.3,14.4,26.2,NA,115,11.1,1019.1,4,2021
"2021-04-10",14.5,31.5,5.5,20.4,15.9,26.2,NA,116,11.3,1019.5,4,2021
"2021-04-11",14.4,24,7.3,19.6,16,25.8,NA,128,11.9,1021.6,4,2021
"2021-04-12",13.4,30.5,5.4,20.2,16,26,NA,138,11.8,1022.5,4,2021
"2021-04-13",12.2,25.3,3.1,19.8,8,25.7,NA,131,13.2,1021.9,4,2021
"2021-04-14",16.1,26.1,6.1,20.5,17,25.4,NA,125,9.4,1020.8,4,2021
"2021-04-15",18.1,32.3,9.8,20,17,27,NA,72,6.5,1019.4,4,2021
"2021-04-16",-32.4,26.7,-999,20,16.7,28,NA,314,8.3,1017.9,4,2021
"2021-04-17",12.4,31.4,4.5,20.3,15,27,NA,102,11.7,1019,4,2021
"2021-04-18",6.5,14.1,2.1,17.3,15,27.1,0,140,16.3,1023.5,4,2021
"2021-04-19",8.5,16.9,2.3,17.4,15,21.9,NA,140,13.4,1023.3,4,2021
"2021-04-20",9.6,19.2,3.2,18.9,15.8,23.1,0,131,13.4,1022.2,4,2021
"2021-04-21",7.4,14.8,2.2,18.8,15,24,NA,134,12.5,1022.1,4,2021
"2021-04-22",-119.9,7.8,-999,18.6,14,24,NA,129,11.2,1021.8,4,2021
"2021-04-23",-146.9,19.4,-999,19.3,16,25.2,NA,118,14.5,1021.2,4,2021
"2021-04-24",8,18.4,3.4,19.3,16,25.2,NA,140,15.3,1021.2,4,2021
"2021-04-25",9.2,19.6,1.8,19.4,17,24.3,NA,135,11.6,1021.7,4,2021
"2021-04-26",10.8,29.2,1.7,19.8,17,25,NA,135,14.8,1021.2,4,2021
"2021-04-27",10.8,23.5,1.2,18.5,16,25.7,1,135,12.8,1021,4,2021
"2021-04-28",12.3,23.7,4.3,19.2,16,24,NA,128,12.4,1021.8,4,2021
"2021-04-29",11,20.4,4.8,19.3,16,23,NA,143,13.6,1021.8,4,2021
"2021-04-30",10.1,17.2,4.4,19,17,25,NA,140,11.5,1020.9,4,2021
"2021-05-03",-102.2,43.1,-999,19.7,15,25,NA,347,4.7,1017.2,5,2021
"2021-05-04",24.8,54.5,7.9,20,15.5,27,NA,300,8.5,1017.1,5,2021
"2021-05-05",25,46.7,7.4,19.8,12,28,NA,324,8.8,1017,5,2021
"2021-05-06",20.7,59,7.2,20.3,14,28,NA,4,6.7,1018.3,5,2021
"2021-05-07",14.1,32.8,5.1,20.6,16,27.4,NA,87,10.2,1019.1,5,2021
"2021-05-08",8.2,15,3.6,18.9,16,27.4,NA,102,11.3,1018.3,5,2021
"2021-05-09",9.6,18.8,3.1,19.4,15,26,NA,84,7.8,1017.9,5,2021
"2021-05-10",11.9,29.3,3,18.8,15,26,6.1,326,8.5,1017.8,5,2021
"2021-05-11",20,49.1,9.6,18.7,14,24,NA,117,10.8,1020.3,5,2021
"2021-05-12",14,27.5,6.9,18.5,14.6,24,NA,128,11.4,1022.9,5,2021
"2021-05-13",17.8,37.8,7.3,17.7,12,24.5,NA,123,11.4,1023.5,5,2021
"2021-05-14",16.1,34.8,7,18.2,15,24.5,NA,139,13.4,1023.6,5,2021
"2021-05-15",11.8,23.1,4.5,17.9,13,23,NA,123,14,1022.9,5,2021
"2021-05-16",14.9,33.8,4.9,16.2,10,23,NA,89,8.7,1021.8,5,2021
"2021-05-17",21.8,42.6,8.9,17,11,25,NA,104,7.4,1021.4,5,2021
"2021-05-18",30.1,86.2,13,16.8,11,24.5,NA,111,8.2,1022.1,5,2021
"2021-05-19",20.7,53.2,8.5,15.2,12,24.5,NA,138,12.4,1022.9,5,2021
"2021-05-20",12.1,23.2,6.6,15,12,19.5,NA,144,15.1,1024.1,5,2021
"2021-05-21",16.8,50,4.6,13.5,10,19.5,NA,163,11.7,1024.4,5,2021
"2021-05-22",10.3,22,3.1,15.1,10,21.3,NA,143,11.8,1022.8,5,2021
"2021-05-23",11.1,16.4,6,15.3,8,23,NA,154,8.7,1021.9,5,2021
"2021-05-24",9.5,19.3,1.1,16.5,14,23,NA,108,10.5,1022.1,5,2021
"2021-05-25",16.9,38.3,2.7,16.8,11,24,NA,102,7.2,1022.6,5,2021
"2021-05-26",30.2,98.6,8.5,16.9,12,23,NA,124,6.4,1022.3,5,2021
"2021-05-27",28.7,66.7,13.1,16,11,23,NA,97,6.7,1022.5,5,2021
"2021-05-28",39.7,89.2,16.6,16,11,25,NA,45,5.5,1022.7,5,2021
"2021-05-29",38.6,85.9,19.2,16.8,9,25,NA,62,6.2,1022.7,5,2021
"2021-05-30",29.9,66.4,3.3,18.8,11.6,27.2,NA,47,7.4,1023.3,5,2021
"2021-05-31",19.6,35.1,7.7,19.1,12.6,27.2,NA,84,7,1022.8,5,2021
"2021-06-01",19.7,47.9,10.9,16.4,14,26.3,NA,103,9.6,1022.7,6,2021
"2021-06-02",16.4,27,10,16.2,12,23,NA,101,11.5,1023.2,6,2021
"2021-06-03",25.2,59.5,9.1,16,10,24,NA,87,7.7,1023.2,6,2021
"2021-06-04",-66.6,27.6,-999,17.4,13,26,NA,127,6.6,1022.8,6,2021
"2021-06-05",25.5,46.9,12.5,17.4,12,26,NA,290,7.1,1021.2,6,2021
"2021-06-06",24.8,48.4,9.2,15.4,11,24.5,NA,112,14.2,1023.4,6,2021
"2021-06-07",12.4,25.4,5.6,14.2,11.3,20.4,NA,148,14.3,1025.9,6,2021
"2021-06-08",10.5,15.8,2.5,14.5,11,21,NA,143,15.6,1025.8,6,2021
"2021-06-09",16.3,39.2,5.4,13.8,9.8,18.6,NA,147,13.8,1024.5,6,2021
"2021-06-10",14.8,31.3,6.6,13.9,10,20,NA,144,11,1023.2,6,2021
"2021-06-11",17,30.1,5.9,14.7,10,20,NA,129,11.8,1022.5,6,2021
"2021-06-12",18.7,41.9,9.6,17,12,23,NA,139,11.5,1022.6,6,2021
"2021-06-13",16.2,41.7,6.2,16.6,15,22.7,0.5,141,7.6,1021.7,6,2021
"2021-06-14",16.7,32.9,3.8,14.9,12,20.3,14,150,8.9,1021.1,6,2021
"2021-06-15",25.4,76.1,9.8,15.4,11,24,NA,102,8,1021.7,6,2021
"2021-06-16",16,31.4,7.7,14.6,10,23.2,0,133,12.1,1024.1,6,2021
"2021-06-17",25.3,45.5,11.5,12.2,8.1,19.3,NA,118,7.5,1024.8,6,2021
"2021-06-18",25.8,50.9,7.9,14.3,7,24,NA,133,6.9,1025.5,6,2021
"2021-06-19",22.3,49.1,11.7,14.7,9,23.5,NA,129,11,1026.8,6,2021
"2021-06-20",11.9,16.4,7.1,14.9,11,22,0.3,147,14.6,1027.4,6,2021
"2021-06-21",13.9,28.4,5,13.3,10,20.6,0,142,14.5,1027,6,2021
"2021-06-22",13.6,22.4,4.8,13.3,10.2,24,NA,130,12.4,1025.6,6,2021
"2021-06-23",21,66.9,7.7,12.7,8,18,NA,125,10.9,1025,6,2021
"2021-06-24",29.2,92.7,6.2,13.4,7,22,NA,116,10.1,1024.8,6,2021
"2021-06-25",30.7,60.1,6.6,12.6,7,21.2,NA,87,6.8,1023.3,6,2021
"2021-06-26",27.7,64.8,4.4,14.4,10,22,NA,91,5.9,1022,6,2021
"2021-06-27",20,46.7,8.2,14.7,10.2,22.1,NA,122,9.6,1023.3,6,2021
"2021-06-28",28.6,87.4,8.4,14.1,6,23,NA,95,6.7,1024.7,6,2021
"2021-06-29",24.8,46.6,11.7,15.1,10,24,NA,142,8.7,1025.2,6,2021
"2021-06-30",18.6,30.3,9.1,14.7,9.8,23.3,NA,103,11.6,1025.5,6,2021
"2021-07-01",23.8,54.8,9.7,14.7,8,22,NA,112,10.7,1025.2,7,2021
"2021-07-02",16.2,31.7,5.8,15.8,10,21.2,NA,124,13,1024.5,7,2021
"2021-07-03",19.2,35.5,11.6,14.6,11,21.2,NA,139,11.8,1024.8,7,2021
"2021-07-04",20.7,46.3,8.8,14.6,7,24,NA,102,9.7,1025.1,7,2021
"2021-07-05",23,57.5,8.8,14,8,23.9,NA,100,9,1024.5,7,2021
"2021-07-06",26.3,66.2,13.2,14.6,9,22.5,NA,117,9.2,1023.5,7,2021
"2021-07-07",13.6,20.9,7,15.2,10,22,NA,124,11.2,1024,7,2021
"2021-07-08",15.7,33.2,7.9,14.8,10,20.5,NA,147,14.6,1025.9,7,2021
"2021-07-09",13.6,23.4,5.6,15.3,12,20.5,NA,140,16.8,1026.8,7,2021
"2021-07-10",13.9,23.3,6,16.1,14,20,NA,144,16.7,1025.9,7,2021
"2021-07-11",14.8,24.4,5.4,15.3,11,21,NA,143,14.9,1026.3,7,2021
"2021-07-12",19,45.9,8.5,15.1,11,22,NA,136,15.1,1026,7,2021
"2021-07-13",16.5,43.7,5.7,13.9,10,21.3,NA,121,14,1025.2,7,2021
"2021-07-14",19.2,40,9.1,14,7,23,NA,119,10.6,1025.2,7,2021
"2021-07-15",20.4,36.6,10.6,14.1,9,21,NA,129,14.6,1024.3,7,2021
"2021-07-16",16.7,37.7,7,14.9,10.8,21,NA,139,13.1,1024.7,7,2021
"2021-07-17",14.5,34.3,5.4,15.4,13,20,NA,137,15.8,1024.4,7,2021
"2021-07-18",12.6,23.8,4.1,15.8,11.6,22,NA,125,13.4,1024.1,7,2021
"2021-07-19",10.9,19.5,3.4,15.8,12.2,21.3,NA,141,15.7,1025,7,2021
"2021-07-20",13.6,24.5,3.8,15.3,13,20.7,NA,142,13.8,1027.6,7,2021
"2021-07-21",18.6,27,8.3,15.7,12,21,NA,140,15.7,1028.5,7,2021
"2021-07-22",24.5,48.1,10.1,13.6,9,20.6,NA,137,11,1026.9,7,2021
"2021-07-23",23.7,43.6,10.5,14.3,8.4,22,NA,128,9.1,1024.5,7,2021
"2021-07-24",25.5,58.4,13.6,14.6,9,21.6,NA,128,11.9,1024.2,7,2021
"2021-07-25",13.3,31.1,2.2,14.2,11.6,20.6,NA,161,19.4,1024.8,7,2021
"2021-07-26",13.6,20.7,3.4,13.4,11,25.2,NA,144,16.8,1025.3,7,2021
"2021-07-27",17.4,30.1,5,14.6,10,22,NA,141,11.1,1024,7,2021
"2021-07-28",20.3,36,7.3,13.8,7.3,21,NA,136,11.6,1023.6,7,2021
"2021-07-29",-37.9,25.2,-999,13.9,10.9,20.9,0,140,15.3,1026,7,2021
"2021-07-30",13.8,22.4,6.5,14.7,12,19,NA,145,14.9,1027.9,7,2021
"2021-07-31",16.5,37.4,5.7,14,9,20,NA,137,16.9,1028.3,7,2021
"2021-08-01",18.8,56.5,6.3,13.9,6,21,NA,131,14.5,1027.1,8,2021
"2021-08-02",18.6,54.3,3.6,14.6,11,20,NA,116,8.5,1024.9,8,2021
"2021-08-03",57,151.3,16.7,15.3,7,24,NA,101,9.4,1025.4,8,2021
"2021-08-04",15.7,30.7,8.8,14.7,12,23.7,0.8,133,12.7,1028,8,2021
"2021-08-05",15.8,32.6,5.8,14.1,10,21,NA,138,11.9,1027.5,8,2021
"2021-08-06",17,45,5.4,14.5,7.3,22,NA,130,13,1025.1,8,2021
"2021-08-07",-193.2,74.8,-999,15,7,24,NA,101,7.9,1022.8,8,2021
"2021-08-08",28.7,61,9.8,15.7,10,24,NA,96,7.3,1022.1,8,2021
"2021-08-09",35,69.8,18.2,15.4,9,24,NA,148,7,1022.3,8,2021
"2021-08-10",42.1,97.3,20.9,15.5,10,24,NA,114,6.6,1022.3,8,2021
"2021-08-11",18.2,31.7,12.9,15.1,12,23.8,NA,114,12.7,1023,8,2021
"2021-08-12",32.2,92.8,9.5,16.1,7,27,NA,48,7.4,1023.7,8,2021
"2021-08-13",27.7,78.7,10.8,18.3,11.6,26.5,NA,96,6,1024.7,8,2021
"2021-08-14",26.8,44,14.1,16.6,14,26.5,NA,147,15.8,1025.8,8,2021
"2021-08-15",15,21.8,5,14.4,10,20,NA,127,16.2,1024.8,8,2021
"2021-08-16",17.8,31.4,9.5,13.7,8,25.5,NA,131,16.1,1025.8,8,2021
